id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,opis_poln,regija,upravna_enota,obcina,naselje,url_oglasa
7357859,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,900.0,EUR,47.0,,,"47 m2, 1-sobno, oddamo. Cena: 900,00 EUR/mes","Center, enosobno stanovanje velikosti 47 m2 z galerijo v 2. nadstropju dobro grajene in vzdrževane stavbe z dvigalom. Stanovanje je bilo popolnoma prenovljeno leta 2024 in je vseljivo od 1. januarja 2026.Obsega predprostor, dnevno sobo z izhodom na balkon, odprto kuhinjo z jedilnico in stopnišče, ki vodi v galerijo/spalnico in kopalnico.Idealen tloris, klimatizirano...Nahaja se v neposredni bližini vse potrebne infrastrukture (šola, vrtec, trgovine, restavracije, bari, šport...) na odlični lokaciji z dobrimi prometnimi povezavami in v coni tramvaja - obdano z stanovanjskimi objekti.Vse ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 968231",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7357859/
7068693,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,1100.0,EUR,51.0,,,"51 m2, 1-sobno, oddamo. Cena: 1.100,00 EUR/mes","Zagreb, center, čudovito, na novo prenovljeno stanovanje velikosti 51 m2 v visokem pritličju dobro vzdrževane stavbe.Sestoji iz predsobe, dnevne sobe z jedilnico, prostorne spalnice, kopalnice, ločenega stranišča in kuhinje z izhodom na lep balkon na dvoriščni strani.Odlična mikrolokacija v bližini vseh dobrin in javnega prevoza.Za več informacij smo vam na voljo.... Več na eurovilla.hr, ID: 487072",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7068693/
7303611,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,1300.0,EUR,58.0,,,"58 m2, 1-sobno, oddamo. Cena: 1.300,00 EUR/mes","Moderno dvosobno stanovanje z zaprto površino 53,30 m², ki se nahaja v 2. nadstropju nove stavbe iz leta 2025, v neposredni bližini Kvaternikovega trga.Stanovanje obsega predsobo, kopalnico, spalnico, dnevno sobo in kuhinjo z jedilnico. Pripada mu tudi shramba z izračunano površino 4,76 m² (neto 9,52 m²), skupna uporabna površina stanovanja pa je 58,06 m².Nepremičnina je v celoti opremljena, vključno s parketom, klimatsko napravo, varnostnimi vrati in dostopom do dvigala v stavbi.Lokacija omogoča enostaven dostop do vseh pomembnih vsebin, vključno z javnim prevozom, trgovinami, restavracijami in ostalo infrastrukturo, potrebno za vsakdanje življenje.Za vsa vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 802739",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7303611/
7303612,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,1300.0,EUR,58.0,,,"58 m2, 1-sobno, oddamo. Cena: 1.300,00 EUR/mes","Moderno dvosobno stanovanje z zaprto površino 53,30 m², ki se nahaja v 1. nadstropju nove stavbe iz leta 2025, v neposredni bližini Kvaternikovega trga.Stanovanje obsega predsobo, kopalnico, spalnico, dnevno sobo in kuhinjo z jedilnico. Pripada mu tudi shramba z izračunano površino 4,76 m² (neto 9,52 m²), skupna uporabna površina stanovanja pa je 58,06 m².Nepremičnina je v celoti opremljena, vključno s parketom, klimatsko napravo, varnostnimi vrati in dostopom do dvigala v stavbi.Lokacija omogoča enostaven dostop do vseh pomembnih vsebin, vključno z javnim prevozom, trgovinami, restavracijami in ostalo infrastrukturo, potrebno za vsakdanje življenje.Za vsa vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 711633",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7303612/
7336671,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,1400.0,EUR,59.0,,,"59 m2, 1-sobno, oddamo. Cena: 1.400,00 EUR/mes","Zagreb, Center mesta – enosobno stanovanje za najem, 59 m², s pogledom na katedraloSvetlo in funkcionalno stanovanje s skupno površino 59 m², ki se nahaja v samem centru Zagreba, v 3. nadstropju manjše in mirne stanovanjske stavbe.Stanovanje obsega spalnico, dnevno sobo, kuhinjo in kopalnico. Razporeditev je zelo dobro organizirana, kar optimalno izkorišča prostor in zagotavlja udobno ter funkcionalno bivalno okolje.Stavba je bila strukturno prenovljena leta 2026.Posebna vrednost te nepremičnine je čudovit pogled na zagrebško katedralo, kot tudi njena izjemna lokacija v srcu mesta.Stanovanje je bilo novo prenovljeno in je pripravljeno za vselitev, idealno za posameznika ali par, ki želi živeti blizu vseh dobrin – trgovin, restavracij, kavarn, javnega prevoza in mestnih dogodkov – hkrati pa uživati v miru in zasebnosti.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 398949",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7336671/
7313119,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,950.0,EUR,64.0,,,"64 m2, 1-sobno, oddamo. Cena: 950,00 EUR/mes","Donji Grad, Ilica, lepo opremljeno in urejeno enosobno stanovanje velikosti 64 m2 v 2. nadstropju konstrukcijsko prenovljene stavbe brez dvigala.Sestoji iz predsobe, prostorne dnevne sobe, obrnjene proti jugu in polne svetlobe, popolnoma opremljene kuhinje, ločene shrambe, prostorne spalnice in kopalnice s tušem.Plinska centralna kurjava, dve klimatski napravi. Stanovanje ponuja čudovit pogled na zelenje.Stanovanju pripada tudi shramba v kleti.Privlačna lokacija v bližini centra mesta, javnega prevoza, parka, trgovin in vseh potrebnih dobrin.Za vsa dodatna vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 446596",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7313119/
7360176,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,1250.0,EUR,66.0,,,"66 m2, 2-sobno, oddamo. Cena: 1.250,00 EUR/mes","Zagreb, Donji Grad, moderno dvosobno stanovanje v pritličju dobro vzdrževane stavbe, neto tlorisna površina 68 m2.Sestoji se iz vstopnega prostora, dnevne sobe, kuhinje in jedilnice, dveh spalnic, kopalnice in shrambe.Popolnoma prenovljeno in opremljeno s kvalitetnimi gospodinjskimi aparati.Nahaja se na frekventni lokaciji, v samem centru mesta, v bližini javnega prevoza, trgovin, supermarketov, restavracij in vseh ostalih dobrin, potrebnih za kvalitetno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 477590",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7360176/
7404013,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,1600.0,EUR,80.0,,,"80 m2, 2-sobno, oddamo. Cena: 1.600,00 EUR/mes","Iblerjev trg, čudovito trisobno stanovanje z zaprto površino 80 m2 v šestem nadstropju stavbe z dvema dvigaloma. Sestoji iz predsobe, dveh sob, dnevne sobe z veliko ložo, ki se razteza po celotni južni strani območja, kopalnice, stranišča in kuhinje. Zaprta površina stanovanja je 80 m2. Izjemno svetlo stanovanje z edinstvenim pogledom na mesto Zagreb, stanovanju pripada velika terasa na vrhu stavbe.Odlična lokacija, v bližini Trga bana Josipa Jelačića, parka Ribnjak, Kvaternikovega trga.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 432321",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7404013/
7326865,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,1200.0,EUR,81.0,,,"81 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Spodnje mesto, Importanne Gallery, prostorno dvosobno stanovanje velikosti 81 m2 v 5. nadstropju dobro vzdrževane stavbe z dvigalom.Sestoji iz predsobe, odprtega dnevnega prostora s popolnoma opremljeno kuhinjo in jedilnico, dnevne sobe, ki se zlahka pregradi v dva ločena prostora, spalnice in dveh kopalnic. Centralno ogrevanje in hlajenje, prezračevanje.Stanovanjski del poslovnega centra Galleria je ločen od poslovnega dela, ima ločen vhod iz Smiciklasove ulice in iz garaže, ki je namenjena samo najemnikom (vstop s kartico).Izjemno kakovostna in dobro vzdrževana stavba z lastno recepcijo, varovana 0-24 (videonadzor). Idealna nepremičnina za poslovneže v samem centru mesta. Možnost najema parkirnega mesta, uporabe skupne telovadnice in savne.V pritličju in spodnjih nadstropjih so trgovine, bari, restavracije in vse potrebne storitve za udobno življenje. Odlična mikrolokacija le nekaj minut hoje do centra mesta, tramvajske cone.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 483068",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7326865/
7283607,"KNEZ MISLAV, DONJI GRAD",Stanovanje,3-sobno,3.0,1400.0,EUR,88.0,,,"88 m2, 3-sobno, oddamo. Cena: 1.400,00 EUR/mes","Zagreb, Donji Grad, moderno trisobno stanovanje v drugem nadstropju dobro vzdrževane stavbe s skupno zaprto površino 90 m2.Sestoji iz predsobe, kuhinje, jedilnice, dnevne sobe, kopalnice in treh spalnic (ena opremljena, drugi dve se lahko opremita po potrebi).Stanovanje je večinoma orientirano proti mirnemu dvorišču, polnemu zelenja.Popolnoma opremljeno s kakovostnimi gospodinjskimi aparati in pohištvom.Nahaja se na prometni lokaciji, v neposredni bližini javnega prevoza, trgovin, šol, univerz, restavracij in vseh ostalih objektov, potrebnih za kakovostno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 504545",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7283607/
7382202,"KNEZ MISLAV, DONJI GRAD",Stanovanje,3-sobno,3.0,1500.0,EUR,88.0,,,"88 m2, 3-sobno, oddamo. Cena: 1.500,00 EUR/mes","Zagreb, Donji Grad, moderno trisobno stanovanje v prvem nadstropju dobro vzdrževane stavbe s skupno zaprto površino 88 m2.Sestoji iz predsobe, kuhinje, jedilnice, dnevne sobe, kopalnice in treh spalnic.Stanovanje je večinoma orientirano proti mirnemu dvorišču, polnemu zelenja.Popolnoma opremljeno s kakovostnimi gospodinjskimi aparati in pohištvom.Nahaja se na prometni lokaciji, v neposredni bližini javnega prevoza, trgovin, šol, univerz, restavracij in vseh drugih objektov, potrebnih za kakovostno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 826457",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7382202/
7320670,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,1550.0,EUR,100.0,,,"100 m2, 2-sobno, oddamo. Cena: 1.550,00 EUR/mes","Zagreb, Slovenska ulica, prostorno in popolnoma opremljeno trisobno stanovanje v odlični novi stavbi z garažnim parkirnim mestom.Sestoji se iz predsobe z WC-jem za goste in ločenega bivalnega in spalnega dela. Bivalni del obsega odprt prostor z dnevno sobo, jedilnico in kuhinjo ter ima izhod na čudovito ložo, ki se razteza po celotni dolžini stanovanja. Spalni del obsega hodnik z vgradnimi omarami, dve spalnici in kopalnico.Oddaja se popolnoma opremljeno, stavba ima dvigalo, ki neposredno povezuje shrambo in parkirišče s stanovanjem.Odlična mikrolokacija, blizu vseh dobrin, le nekaj korakov od stavbe.Za več informacij smo vam na voljo.... Več na eurovilla.hr, ID: 972503",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7320670/
7374045,"KNEZ MISLAV, DONJI GRAD",Stanovanje,3-sobno,3.0,1500.0,EUR,100.0,,,"100 m2, 3-sobno, oddamo. Cena: 1.500,00 EUR/mes","Center, Trg Petra Svacica, adaptiran pisarniški prostor 100 m2 v 2. nadstropju stanovanjske stavbe.Sestoji iz predprostora, 5 delovnih prostorov, kuhinje, kopalnice, balkona in stranišča za goste. Prostoru pripada shramba in zunanja shramba. Adaptirano leta 2024 (kuhinjska niša, elektrika, voda, stranišče, visoki stropi, LED razsvetljava, zamenjane ploščice). Talno plinsko ogrevanje. Orientacija sever, zahod.Idealen prostor za pisarno, lahko pa se uporablja tudi za bivanje.Stanovanje se nahaja na idealni lokaciji, blizu vseh objektov, potrebnih za življenje.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 954315",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7374045/
6988178,"KNEZ MISLAV, DONJI GRAD",Stanovanje,1-sobno,1.0,1500.0,EUR,100.0,,,"100 m2, 1-sobno, oddamo. Cena: 1.500,00 EUR/mes","Luksuzno, lepo urejeno in prostorno dvosobno stanovanje velikosti 100 m2 v 3. nadstropju kakovostno grajene stavbe, ki popolnoma združuje sodobno razkošje in klasično eleganco.*OPOMBA: v najemnino so vključeni STROŠKI.Sestoji iz dolgega vstopnega hodnika, opremljenega s prefinjenimi zlatimi detajli, ki dajejo vtis razkošja, in posebnega prostora za branje in sproščanje s pogledom.Kuhinja in jedilnica sta kombinacija prefinjenega dizajna in funkcionalnosti, medtem ko je dnevna soba kombinacija klasičnega in modernega sloga, spalnica je urejena s posebno pozornostjo do detajlov, prevladujoči zlati toni v dekorju pa dodatno poudarjajo vtis razkošja, pa tudi velika okna, ki omogočajo veliko naravne svetlobe, kar ustvarja svetel in prijeten ambient.Kopalnica je moderno opremljena, poleg jacuzzija pa vsebuje tudi zasebno savno, stanovanje pa ima tudi WC za goste.Centralno plinsko ogrevanje, talno gretje (kopalnica) in 2 klimatski napravi. Orientacija je vzhod-zahod, varnostna vrata. Stanovanje je opremljeno z vsem, kar potrebujete za kakovostno življenje (pralni in sušilni stroj, pomivalni stroj, filter za vodo, aparat za kavo itd.)Stanovanje se nahaja na odlični lokaciji, nekaj minut hoje od centra mesta v neposredni bližini vseh pomembnih dobrin, kot so javni prevoz, trgovine, tržnica, restavracije, kavarne, glavna železniška postaja, Trg kralja Tomislava in vse, kar potrebujete za kakovostno in udobno življenje.Stanovanje s pogledom na priljubljeni Park Petra Krešimirja IV je kot nalašč za uživanje v naravi, ne da bi pri tem ogrozili dostop do urbanega življenja. Zaradi svojega luksuza in edinstvenega sloga vas bo to stanovanje osvojilo že na prvi pogled!Za dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 977494",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_6988178/
7372129,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,1400.0,EUR,103.0,,,"103 m2, 2-sobno, oddamo. Cena: 1.400,00 EUR/mes","Zagreb, center mesta, neopremljeno stanovanje s tremi in pol spalnicami, velikosti 100 m² v 3. nadstropju starejše stavbe. Stanovanje odlikuje funkcionalna razporeditev, s kuhinjo z izhodom na balkon, tremi in pol spalnicami ter kopalnico. Prilagodljivo je vašim potrebam – od družinskega doma do reprezentativnega poslovnega prostora, z možnostjo uporabe za pisarno, svetovalne storitve, kreativni studio in podobne dejavnosti. Lokacija je idealna za tiste, ki cenijo ekskluzivnost in udobje centra. V neposredni bližini so številne kulturne ustanove, restavracije, kavarne, butiki in zelene oaze, kot je Zrinjevac, ki zagotavljajo življenje, polno ugodnosti. Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 591118",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7372129/
7285518,"KNEZ MISLAV, DONJI GRAD",Stanovanje,2-sobno,2.0,2500.0,EUR,128.0,,,"128 m2, 2-sobno, oddamo. Cena: 2.500,00 EUR/mes","Center, lepo urejeno in prostorno dvosobno stanovanje, s tlorisno površino 135 m2 in neto površino 128 m2, z dvema balkonoma. Nahaja se v 3. nadstropju zelo kakovostne in dobro vzdrževane starejše stanovanjske stavbe z dvigalom. Zelo svetlo stanovanje, orientirano na mirno dvoriščno stran z odprtim pogledom na čudovit kompleks ""Park Knezeva"".Sestoji iz predprostora, jedilnice in kuhinje z odprtim tlorisom in izhodom na balkon, velike dnevne sobe z izhodom na drugi balkon, dveh prostornih spalnic, kopalnice s tušem in kadjo ter shrambe. Stanovanju pripada tudi garaža na dvorišču ali parkirno mesto (dostop preko rampe).Pri opremi so bili uporabljeni samo prvovrstni materiali, aparati in oprema: kuhinja po meri Kult, gospodinjski aparati Bosch, pralni stroj LG AI, jedilna miza Calligaris, zakonska postelja 200 x 200 cm, velike vgradne omare, kamin na drva. Ogrevanje je plinsko centralno, talno gretje v kopalnici, hlajenje preko klimatske naprave. Ločeni števci za elektriko in plin, skupna voda.Stanovanje je opremljeno za najem.Na odlični mikro lokaciji v bližini šol, igrišč, nakupovalnega centra Branimir Mingle Mall, hotela Sheraton, kompleksa ""Park Knezeva"", glavne železniške postaje. Približno deset minut hoje od glavnega mestnega trga.Ostale informacije na povpraševanje.... Več na eurovilla.hr, ID: 836877",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7285518/
7286242,"KNEZ MISLAV, DONJI GRAD",Stanovanje,4-sobno,4.0,1800.0,EUR,132.0,,,"132 m2, 4-sobno, oddamo. Cena: 1.800,00 EUR/mes","Donji Grad, čudovito, luksuzno opremljeno in urejeno štirisobno stanovanje velikosti 132 m2 v 3. nadstropju dobro vzdrževane stavbe z dvigalom. Sestoji iz predsobe, odprtega dnevnega prostora z opremljeno kuhinjo in jedilnico, 4 spalnic, 2 kopalnic s tušem, ločenega stranišča, shrambe in balkona, obrnjenega na dvoriščno stran stavbe. Klimatizirano, talno plinsko ogrevanje. Stanovanje je bilo na novo prenovljeno in se oddaja prvič.Privlačna lokacija v samem centru mesta, v bližini javnega prevoza, trgovin in vseh potrebnih vsebin.Ostale informacije na povpraševanje.... Več na eurovilla.hr, ID: 973811",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7286242/
7322183,"KNEZ MISLAV, DONJI GRAD",Stanovanje,3-sobno,3.0,4500.0,EUR,150.0,,,"150 m2, 3-sobno, oddamo. Cena: 4.500,00 EUR/mes","Zagreb, Center, luksuzno štirisobno stanovanje v prvem nadstropju luksuznega novega objekta z dvigalom, zaprta površina 135m2. 5.13 Sestoji iz: predsobe, dnevne sobe s kuhinjo in jedilnico z izhodom na ložo 6,85 m2, nato štirih spalnic, treh kopalnic, stranišča, garderobe, shrambe, utility sobe in hodnika s skupno tlorisno površino 135,44 m2. zelene terase s površino 97,60 m2 in vrta s površino 10,42 m2. Skupna neto uporabna površina 150,93 m2.Dve sobi imata izhod na teraso in vrt, ena izmed njih je glavna spalnica z garderobno sobo in lastno prostorno kopalnico. Stanovanje je opremljeno z visokokakovostnim pohištvom in materiali. Stanovanju pripada shramba v kleti velikosti 5,08 m2 in garažno parkirno mesto. Idealna lokacija, popolna kombinacija luksuza, zasebnosti in življenja v samem srcu Zagreba, blizu parka in hkrati v bližini vseh dobrin in javnega prevoza.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 931619",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7322183/
7371759,"KNEZ MISLAV, DONJI GRAD",Stanovanje,4-sobno,4.0,4500.0,EUR,150.0,,,"150 m2, 4-sobno, oddamo. Cena: 4.500,00 EUR/mes","Zagreb, Center, luksuzno štirisobno stanovanje v prvem nadstropju luksuznega novega objekta z dvigalom, zaprta površina 135m2. 5.13 Sestoji iz: predsobe, dnevne sobe s kuhinjo in jedilnico z izhodom na ložo 6,85 m2, nato štirih spalnic, treh kopalnic, stranišča, garderobe, shrambe, utility sobe in hodnika s skupno tlorisno površino 135,44 m2. zelene terase s površino 97,60 m2 in vrta s površino 10,42 m2. Skupna neto uporabna površina 150,93 m2.Dve sobi imata izhod na teraso in vrt, ena izmed njih je glavna spalnica z garderobno sobo in lastno prostorno kopalnico. Stanovanje je opremljeno z visokokakovostnim pohištvom in materiali. Stanovanju pripada shramba v kleti velikosti 5,08 m2 in garažno parkirno mesto. Idealna lokacija, popolna kombinacija luksuza, zasebnosti in življenja v samem srcu Zagreba, blizu parka in hkrati v bližini vseh dobrin in javnega prevoza.Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 670698",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-donji-grad-stanovanje_7371759/
6962176,"KNEZ MISLAV, DRAŠKOVIĆEVA",Stanovanje,2-sobno,2.0,1100.0,EUR,85.0,,,"85 m2, 2-sobno, oddamo. Cena: 1.100,00 EUR/mes","Zagreb, Draskoviceva, novo adaptirano dvoetazno trisobno stanovanje 85 m2 v dobro vzdrzevani stavbi na odlicni lokaciji v samem centru mesta. Stanovanje ima locen vhod in obsega predsobo, prostorno dnevno sobo, kuhinjo z jedilnico in shrambo v pritlicju ter dve spalnici in 1 kopalnico v 1. nadstropju. Stanovanje je opremljeno in v celoti opremljeno z vsem potrebnim za kvalitetno zivljenje (pralni stroj, pomivalni stroj, pecica, kuhinjski aparati itd.). Centralno ogrevanje na plin, 3 klime (vsaka soba ima svojo klimo). Hisni ljubljencki dovoljeni. Opomba: Do stavbe je mozen dostop z avtomobilom iz druge ulice (cez dan odprt vhod). Na dvoriscu objekta je mozno pustiti kolesa, motorje ipd. Odlicna lokacija, v neposredni blizini tramvaj (ki omogoca preprosto in enostavno povezavo z vsemi deli mesta), trg, eden najlepsih parkov (Park Josipa Juraja Strossmayerja in Trg kralja Tomislava), igrisca, osnovne in srednje sole, bolnisnice, Branimir mingle mall, kinodvorane, trgovine, lekarne, banke, kavarne in vse potrebne objekte za kakovostno zivljenje.... Več na eurovilla.hr, ID: 354061",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-draskoviceva-stanovanje_6962176/
6683458,"KNEZ MISLAV, DRAŠKOVIĆEVA",Stanovanje,2-sobno,2.0,2000.0,EUR,97.0,,,"97 m2, 2-sobno, oddamo. Cena: 2.000,00 EUR/mes","Draskoviceva ulica, lepo dvosobno stanovanje 97 m2 v prvem nadstropju odlicno vzdrzevane stavbe. Popolnoma opremljeno, sestoji iz predprostora, prostorne dnevne sobe, kuhinje z jedilnico, dveh spalnic, kopalnice in stranisca za goste. Opremljen s klimatsko napravo. Odlicna lokacija v samem centru mesta. Parkirno mesto zavarovano na dvoriscu.ÂDruge informacije na zahtevo.... Več na eurovilla.hr, ID: 150788",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-draskoviceva-stanovanje_6683458/
7291579,"KNEZ MISLAV, KNEZA BORNE",Stanovanje,5 in večsobno,,1900.0,EUR,141.0,,,"141 m2, 5 in večsobno, oddamo. Cena: 1.900,00 EUR/mes","Zagreb, Kneza Borne - kakovostno, prostorno stanovanje v dobro vzdrževani stavbi, idealno za bivanje in/ali pisarniške prostore.V eni izmed najbolj iskanih in prepoznavnih ulic v ožjem centru Zagreba, v neposredni bližini hotela Sheraton, se nahaja to prostorno, šestsobno stanovanje v izmeri 143,19 m2.Nahaja se v drugem nadstropju dobro vzdrževane stavbe brez dvigala, ki izstopa po kakovosti gradnje in splošnem stanju objekta.Stanovanje ima funkcionalen in premišljeno razporejen tloris s severno-južno orientacijo, kar omogoča veliko naravne svetlobe skozi ves dan.Sestoji iz predsobe, štirih velikih spalnic, kuhinje z jedilnico, 2 kopalnic, ločenega WC-ja in shrambe v velikosti 3,33 m2 (2).V vseh prostorih je položen parket, visoki stropi pa dodatno prispevajo k občutku prostornosti in udobja.Parkirišče je na voljo v hotelu Sheraton Zagreb.Zahvaljujoč razporeditvi prostorov, stanovanje ponuja možnost prilagoditve različnim potrebam - idealno je za večjo družino, pisarniško uporabo ali kombinacijo zasebnega in poslovnega prostora.Kljub osrednji mestni lokaciji se stanovanje nahaja v mirnem delu ulice, kar zagotavlja vsakodnevni mir in zasebnost.Vsi potrebni objekti za kakovostno življenje so na voljo v neposredni bližini - šole, vrtci, bolnišnice, supermarketi in javni prevoz - kar to nepremičnino dela odlično izbiro tako za osebne potrebe kot za investicijo.Z veseljem vam bomo pomagali z dodatnimi informacijami.... Več na eurovilla.hr, ID: 994929",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-kneza-borne-stanovanje_7291579/
7361703,"KNEZ MISLAV, KNEZA MISLAVA",Stanovanje,3-sobno,3.0,2600.0,EUR,120.0,,,"120 m2, 3-sobno, oddamo. Cena: 2.600,00 EUR/mes","Zagreb, Kneza Mislava, luksuzno štirisobno stanovanje 120 m2, ki se nahaja v prvem nadstropju stavbe na odlični lokaciji.Sestoji iz predsobe, prostorne dnevne sobe s kuhinjo in jedilnico, glavne spalnice z lastno kopalnico in izhodom na čudovito teraso velikosti 30 m2, druge spalnice, dodatne kopalnice in delovne sobe.Stanovanje se oddaja popolnoma opremljeno:-dizajnersko pohištvo, aparati Bosch, popolnoma opremljena kuhinja-delovna soba z električno dvižno/sedežno mizo-talno gretje v kopalnicahParkirno mesto na dvorišču je na voljo izključno najemnikom.Nahaja se v srcu prestižne ""zelene cone"" Zagreba, tik ob hotelu Sheraton, le pet minut hoje do glavnega trga v Zagrebu, to stanovanje predstavlja redko kombinacijo zgodovinskega evropskega šarma in modernega luksuza.Za dodatna vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 493330",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-kneza-mislava-stanovanje_7361703/
